Gene_ID,Locus_Tag,Feature_Type,Name,BlastRules,COG,EC,GO,KEGG,NCBIFam,PFAM,RFAM,RefSeq,SO,UniParc,UniRef
MPDKNC_03662,MPDKNC_03662,CDS,Glutaredoxin family protein,,,,,,,,,WP_056540654.1,0001217,UPI0006F60975,UniRef100_A0A5D4RNZ1|UniRef50_A0A150KI61|UniRef90_A0A5D4RNZ1
MPDKNC_03663,MPDKNC_03663,CDS,RNA polymerase factor sigma-54,,,,0006352|0016987,K03092,,,,WP_238282331.1,0001217,UPI001EE2B312,UniRef100_UPI001EE2B312|UniRef50_A0A0P6W2C6|UniRef90_A0A0M0G2C2
MPDKNC_03664,MPDKNC_03664,CDS,N-acetyltransferase domain-containing protein,,,,,,,,,WP_337946917.1,0001217,UPI00308070BB,UniRef100_UPI00308070BB|UniRef50_A0A2X0XLQ2|UniRef90_A0A0M0G2Q4
MPDKNC_03665,MPDKNC_03665,CDS,DUF1404 domain-containing protein,,,,,,,,,WP_238282335.1,0001217,UPI001EE2622E,UniRef100_UPI001EE2622E|UniRef50_A0A940WZP6|UniRef90_A0A0J5VBR7
MPDKNC_03666,MPDKNC_03666,CDS,NDxxF motif lipoprotein,,,,,,,,,WP_238282337.1,0001217,UPI001EE232E7,UniRef100_UPI001EE232E7|UniRef50_A0A163MTU5|UniRef90_A0A0M0G2M6
MPDKNC_03667,MPDKNC_03667,CDS,histidine kinase,,COG5002|T,2.7.13.3,,K18940,,,,WP_238282339.1,0001217,UPI001EE2A2FC,UniRef100_UPI001EE2A2FC|UniRef50_A0A1S2RAU7|UniRef90_A0A0M0G1R7
MPDKNC_03668,MPDKNC_03668,CDS,PhoB family transcriptional regulator,,COG0745|TK,,,,,,,WP_079515543.1,0001217,UPI0009A7EB4A,UniRef100_A0A5D4RQV0|UniRef50_O34903|UniRef90_A0A0M0G362
MPDKNC_03669,MPDKNC_03669,CDS,UDP-diphosphatase,,COG0671|I,,,,,,,WP_238282341.1,0001217,UPI001EE156A3,UniRef100_UPI001EE156A3|UniRef50_K6DIH6|UniRef90_A0A0J5VBS2
MPDKNC_03670,MPDKNC_03670,CDS,DedA family protein,,COG0586|M,,,K03975,,,,WP_273546586.1,0001217,UPI002359343B,UniRef100_UPI002359343B|UniRef50_A0A078KMC4|UniRef90_A0A0M0G2B8
MPDKNC_03671,MPDKNC_03671,CDS,Polysaccharide deacetylase,,COG0726|GM,,,,,,,WP_238282343.1,0001217,UPI001EE34BAD,UniRef100_UPI001EE34BAD|UniRef50_K6D8X2|UniRef90_A0A0M0G2P9
MPDKNC_03672,MPDKNC_03672,CDS,Galactosyldiacylglycerol synthase,,COG0707|M,,,,,,,WP_238282345.1,0001217,UPI001EE17697,UniRef100_UPI001EE17697|UniRef50_D5DVD2|UniRef90_A0A0M0G1Q1
MPDKNC_03673,MPDKNC_03673,CDS,VTT domain-containing protein,,COG0586|M,,,K03975,,,,WP_238282346.1,0001217,UPI001EE2A860,UniRef100_UPI001EE2A860|UniRef50_A0A143HD40|UniRef90_A0A0M0G1R3
MPDKNC_03674,MPDKNC_03674,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03675,MPDKNC_03675,CDS,YhgE/Pip domain-containing protein,,,,,,,,,WP_238282347.1,0001217,UPI001EE1D2BD,UniRef100_UPI001EE1D2BD|UniRef50_A0A0M0G2B3|UniRef90_UPI001EE1D2BD
MPDKNC_03676,MPDKNC_03676,CDS,TetR/AcrR family transcriptional regulator,,,,,,,,,WP_238282349.1,0001217,UPI001EE3033B,UniRef100_UPI001EE3033B|UniRef50_A0A0M0G2P3|UniRef90_UPI001EE3033B
MPDKNC_03677,MPDKNC_03677,CDS,Short-chain dehydrogenase,,COG1028|I,,,,,,,WP_159642643.1,0001217,UPI0012F3FD15,UniRef100_UPI0012F3FD15|UniRef50_P80873|UniRef90_A0A0M0G1P6
MPDKNC_03678,MPDKNC_03678,CDS,N-acylglucosamine 2-epimerase,,COG2942|G,5.3.1.31,,K18479,,,,WP_238282350.1,0001217,UPI001EE1AF1A,UniRef100_UPI001EE1AF1A|UniRef50_A0A0M0G1Q8|UniRef90_A0A0M0G1Q8
MPDKNC_03679,MPDKNC_03679,CDS,LOV domain-containing protein,,COG2202|T,,,,,,,,0001217,,UniRef50_A0A162EIY9|UniRef90_A0A0M0G1U1
MPDKNC_03680,MPDKNC_03680,CDS,Ltp family lipoprotein,,,,,,,,,WP_238282361.1,0001217,UPI001EE1C6AF,UniRef100_UPI001EE1C6AF|UniRef50_UPI001EE1C6AF|UniRef90_UPI001EE1C6AF
MPDKNC_03681,MPDKNC_03681,CDS,Methyltransferase type 11 domain-containing protein,,,,,,,,,WP_238282371.1,0001217,UPI001EE19F6C,UniRef100_UPI001EE19F6C|UniRef50_A0A7H8QDJ5|UniRef90_A0A0M0G2B0
MPDKNC_03682,MPDKNC_03682,CDS,HTH lysR-type domain-containing protein,,,,,,,,,WP_238282374.1,0001217,UPI001EE31BA6,UniRef100_UPI001EE31BA6|UniRef50_A0A0J6FYB3|UniRef90_A0A0M0G2N7
MPDKNC_03683,MPDKNC_03683,CDS,P27 family phage terminase small subunit,,,,,,,,,WP_238282386.1,0001217,UPI001EE1A4DE,UniRef100_UPI001EE1A4DE|UniRef50_A0A6I6UY66|UniRef90_A0A165LZE7
MPDKNC_03684,MPDKNC_03684,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03685,MPDKNC_03685,CDS,Putative HNH nuclease YajD,,,,,,,,,WP_238282388.1,0001217,UPI001EE15A1C,UniRef100_UPI001EE15A1C|UniRef50_A0A163MUF5|UniRef90_A0A163MUF5
MPDKNC_03686,MPDKNC_03686,CDS,hypothetical protein,,,,,,,,,WP_238282396.1,0001217,UPI001EE33FC0,UniRef100_UPI001EE33FC0|UniRef50_A0A163MUG2|UniRef90_UPI001EE33FC0
MPDKNC_03687,MPDKNC_03687,CDS,LITAF domain-containing protein,,,,,,,,,WP_238282398.1,0001217,UPI001EE1A2C7,UniRef100_UPI001EE1A2C7|UniRef50_A0A161S0Y1|UniRef90_A0A161S0Y1
MPDKNC_03688,MPDKNC_03688,CDS,hypothetical protein,,,,,,,,,WP_238282400.1,0001217,UPI001EE22895,UniRef100_UPI001EE22895|UniRef50_UPI001EE22895|UniRef90_UPI001EE22895
MPDKNC_03689,MPDKNC_03689,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_UPI001EE27058|UniRef90_UPI001EE27058
MPDKNC_03690,MPDKNC_03690,CDS,hypothetical protein,,,,,,,,,WP_238282403.1,0001217,UPI001EE1AB7E,UniRef100_UPI001EE1AB7E|UniRef50_A0A7G7FXK1|UniRef90_UPI001EE1AB7E
MPDKNC_03691,MPDKNC_03691,CDS,ArpU family phage packaging/lysis transcriptional regulator,,,,,,,,,WP_238282405.1,0001217,UPI001EE2923E,UniRef100_UPI001EE2923E|UniRef50_A0A150L5Q8|UniRef90_UPI001EE2923E
MPDKNC_03692,MPDKNC_03692,CDS,DinB family protein,,,,,,,,,WP_238282407.1,0001217,UPI001EE252E3,UniRef100_UPI001EE252E3|UniRef50_L5N7Q7|UniRef90_UPI001EE252E3
MPDKNC_03693,MPDKNC_03693,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03694,MPDKNC_03694,CDS,STAS domain-containing protein,,,,,,,,,WP_238282409.1,0001217,UPI001EE1B7F4,UniRef100_UPI001EE1B7F4|UniRef50_A0A1E7DRX5|UniRef90_UPI001EE1B7F4
MPDKNC_03695,MPDKNC_03695,CDS,hypothetical protein,,,,,,,,,WP_238282411.1,0001217,UPI001EE39B38,UniRef100_UPI001EE39B38|UniRef50_A0A927G0U0|UniRef90_UPI0025B11A26
MPDKNC_03696,MPDKNC_03696,CDS,DUF669 domain-containing protein,,,,,,,,,WP_238282413.1,0001217,UPI001EE2AD6D,UniRef100_UPI001EE2AD6D|UniRef50_A0A5A9E1M7|UniRef90_A0A165LZG6
MPDKNC_03697,MPDKNC_03697,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03698,MPDKNC_03698,CDS,Holliday junction resolvase RuvC,,,,,,,,,WP_238282415.1,0001217,UPI001EE1735E,UniRef100_UPI001EE1735E|UniRef50_A0A2M9P0H1|UniRef90_A0A165LZH0
MPDKNC_03699,MPDKNC_03699,CDS,Fur-regulated basic protein FbpA,,,,,,,,,,0001217,,UniRef50_A0A163MUN3|UniRef90_A0A163MUN3
MPDKNC_03700,MPDKNC_03700,CDS,replicative DNA helicase,,,5.6.2.3,0003677|0003678|0005524|0006260,K02314,,,,,0001217,,UniRef50_A0A163MUP3|UniRef90_A0A163MUP3
MPDKNC_03701,MPDKNC_03701,CDS,IrrE N-terminal-like domain-containing protein,,,,,,,,,,0001217,,UniRef50_L0EGH6|UniRef90_A0A163MVD9
MPDKNC_03702,MPDKNC_03702,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03703,MPDKNC_03703,CDS,hypothetical protein,,,,,,,,,WP_337946919.1,0001217,UPI003080929B,UniRef100_UPI003080929B|UniRef50_UPI003080929B|UniRef90_UPI003080929B
MPDKNC_03704,MPDKNC_03704,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_UPI0030800EEF|UniRef90_UPI0030800EEF
MPDKNC_03705,MPDKNC_03705,tRNA,tRNA-Arg(ccg),,,,,,,,,,0001036,,
MPDKNC_03706,MPDKNC_03706,CDS,Metallo-beta-lactamase domain-containing protein,,COG2220|G,,,,,,,WP_238282416.1,0001217,UPI001EE375CB,UniRef100_UPI001EE375CB|UniRef50_P96655|UniRef90_A0A0M0G1P1
MPDKNC_03707,MPDKNC_03707,CDS,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,,COG0740|O,3.4.21.92,0004176|0004252|0006508|0009368,K01358,,,,WP_053429150.1,0001217,UPI0006A961D9,UniRef100_A0A0M0G1Q2|UniRef50_A0A959R4C6|UniRef90_A0A6F8TY72
MPDKNC_03708,MPDKNC_03708,CDS,Group-specific protein,,,,,,,,,WP_337946921.1,0001217,UPI0030810BCE,UniRef100_UPI0030810BCE|UniRef50_Q65KX1|UniRef90_UPI0030810BCE
MPDKNC_03709,MPDKNC_03709,CDS,Histidine phosphatase family protein,,,,,,,,,WP_238282418.1,0001217,UPI001EE26659,UniRef100_UPI001EE26659|UniRef50_A0A841Q2X3|UniRef90_A0A5D4RTI6
MPDKNC_03710,MPDKNC_03710,CDS,ribosomal protection-like ABC-F family protein,,COG0488|R,,0003677|0005524|0016887,,,,,WP_238282420.1,0001217,UPI001EE29406,UniRef100_UPI001EE29406|UniRef50_P39115|UniRef90_A0A0M0G1P7
MPDKNC_03711,MPDKNC_03711,ncRNA,Bacillus sRNA ncr1575,,,,,,,,RF02452,,0000655,,
MPDKNC_03712,MPDKNC_03712,CDS,hypothetical protein,,,,,,,,,WP_048006720.1,0001217,UPI00064F59E4,UniRef100_A0A0J5V5S9|UniRef50_A0A5D4RQA2|UniRef90_A0A5D4RQA2
MPDKNC_03713,MPDKNC_03713,CDS,Alanine acetyltransferase,,COG1670|JO,,,,,,,WP_238282422.1,0001217,UPI001EE34762,UniRef100_UPI001EE34762|UniRef50_B1YFV3|UniRef90_A0A0M0G1T2
MPDKNC_03714,MPDKNC_03714,CDS,histidine kinase,,COG2205|T,,,,,,,WP_238282434.1,0001217,UPI001EE33E93,UniRef100_UPI001EE33E93|UniRef50_A0A0M0KFN7|UniRef90_A0A0M0G2A4
MPDKNC_03715,MPDKNC_03715,CDS,Histidine kinase,,COG0745|TK,,,,,,,WP_056540456.1,0001217,UPI0006F3D207,UniRef100_A0A5D4RP19|UniRef50_A0A920D2A4|UniRef90_A0A0M0G2M7
MPDKNC_03716,MPDKNC_03716,CDS,Family 2 glycosyl transferase,,,,,,,,,WP_238282436.1,0001217,UPI001EE3876F,UniRef100_UPI001EE3876F|UniRef50_A0A223E818|UniRef90_A0A0M0G1N0
MPDKNC_03717,MPDKNC_03717,CDS,Glycosyl transferase,,COG1215|N,,,,,,,WP_053429140.1,0001217,UPI0006A9A163,UniRef100_A0A0M0G1P2|UniRef50_R7ZJJ4|UniRef90_A0A165LZQ8
MPDKNC_03718,MPDKNC_03718,CDS,HEAT repeat domain-containing protein,,,,,,,,,WP_056540446.1,0001217,UPI0007021EBD,UniRef100_UPI0007021EBD|UniRef50_A0A0M0G1S7|UniRef90_A0A0M0G1S7
MPDKNC_03719,MPDKNC_03719,CDS,Diguanylate cyclase,,,,,,,,,WP_238282446.1,0001217,UPI001EE38746,UniRef100_UPI001EE38746|UniRef50_A0A0M0G2A1|UniRef90_A0A0M0G2A1
MPDKNC_03720,MPDKNC_03720,CDS,HPr family phosphocarrier protein,,COG1925|TG,,,,,,,WP_048006712.1,0001217,UPI00064FE27E,UniRef100_A0A0J5XUS8|UniRef50_O06976|UniRef90_A0A0J5XUS8
MPDKNC_03721,MPDKNC_03721,CDS,DNA-binding protein WhiA,,COG1481|K,,0003677|0043937,,,,,WP_048016203.1,0001217,UPI00064FDBCA,UniRef100_UPI00064FDBCA|UniRef50_O06975|UniRef90_A0A0J5TEA5
MPDKNC_03722,MPDKNC_03722,CDS,Gluconeogenesis factor,,COG0391|GH,,,,,,,WP_048016202.1,0001217,UPI00064F4FDB,UniRef100_A0A5D4RQB2|UniRef50_A0A5Q2TH17|UniRef90_A0A0M0G1N6
MPDKNC_03723,MPDKNC_03723,CDS,RNase adapter RapZ,,COG1660|T,,0005524,K06958,,,,WP_056540441.1,0001217,UPI000701D336,UniRef100_UPI000701D336|UniRef50_A3CM36|UniRef90_A0A5D4RRW5
MPDKNC_03724,MPDKNC_03724,CDS,8-oxo-dGTP diphosphatase,,COG1051|F,,,,,,,WP_048006708.1,0001217,UPI00064F16F7,UniRef100_A0A0J5SBV2|UniRef50_O06972|UniRef90_A0A0J5SBV2
MPDKNC_03725,MPDKNC_03725,CDS,SGNH hydrolase-type esterase domain-containing protein,,COG2755|DI,,,,,,,WP_238282448.1,0001217,UPI001EE1C33A,UniRef100_UPI001EE1C33A|UniRef50_A0A0M0G2L6|UniRef90_A0A0M0G2L6
MPDKNC_03726,MPDKNC_03726,CDS,VOC family protein,,,,,,,,,WP_238282450.1,0001217,UPI001EE2AF3A,UniRef100_UPI001EE2AF3A|UniRef50_D3FV40|UniRef90_A0A5D4RTV5
MPDKNC_03727,MPDKNC_03727,CDS,hypothetical protein,,,,,,,,,WP_238282452.1,0001217,UPI001EE2E7E3,UniRef100_UPI001EE2E7E3|UniRef50_UPI001EE2E7E3|UniRef90_UPI001EE2E7E3
MPDKNC_03728,MPDKNC_03728,CDS,HTH-type transcriptional regulator TnrA,,COG0789|K,,,,,,,WP_048006705.1,0001217,UPI00064F1815,UniRef100_A0A0J5V5R8|UniRef50_Q45666|UniRef90_A0A6F8TY43
MPDKNC_03729,MPDKNC_03729,CDS,Fur-regulated basic protein A,,,,,,,,,WP_238282454.1,0001217,UPI001EE2A0EB,UniRef100_UPI001EE2A0EB|UniRef50_A0A1C4DBC6|UniRef90_UPI001EE2A0EB
MPDKNC_03730,MPDKNC_03730,CDS,thioredoxin-disulfide reductase,,COG0492|O,1.8.1.9,0004791|0005737|0019430|0071949,K00384,,,,WP_056540432.1,0001217,UPI00070067FD,UniRef100_A0A5D4RTQ7|UniRef50_P80880|UniRef90_A0A6I6UJK7
MPDKNC_03731,MPDKNC_03731,CDS,Tetratricopeptide repeat protein,,COG5010|W,,,,,,,WP_238282456.1,0001217,UPI001EE25CE4,UniRef100_UPI001EE25CE4|UniRef50_A0A120GQ55|UniRef90_A0A0M0G1M6
MPDKNC_03732,MPDKNC_03732,CDS,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,,COG0140|E,3.5.4.19|3.6.1.31,0000105|0004635|0004636,,,,,WP_238282466.1,0001217,UPI001EE24F68,UniRef100_UPI001EE24F68|UniRef50_A0A7C5R7V6|UniRef90_A0A0M0G1R4
MPDKNC_03733,MPDKNC_03733,CDS,Imidazole glycerol phosphate synthase subunit HisF,,COG0107|E,,,,,,,WP_238282477.1,0001217,UPI001EE2489B,UniRef100_UPI001EE2489B|UniRef50_O34727|UniRef90_A0A0M0G287
MPDKNC_03734,MPDKNC_03734,CDS,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,,COG0106|E,5.3.1.16,0000105|0003949,,,,,WP_238282486.1,0001217,UPI001EE2EE67,UniRef100_UPI001EE2EE67|UniRef50_A9WD26|UniRef90_A0A0M0G2K6
MPDKNC_03735,MPDKNC_03735,CDS,imidazole glycerol phosphate synthase subunit HisH,,COG0118|E,4.3.2.10,0000105|0000107,,,,,WP_048016195.1,0001217,UPI00064E173C,UniRef100_UPI00064E173C|UniRef50_V6J153|UniRef90_A0A0M0G1L0
MPDKNC_03736,MPDKNC_03736,CDS,imidazoleglycerol-phosphate dehydratase HisB,,COG0131|E,4.2.1.19,0000105|0004424,,,,,WP_048016194.1,0001217,UPI00064E1D02,UniRef100_UPI00064E1D02|UniRef50_O34683|UniRef90_A0A366EIA3
MPDKNC_03737,MPDKNC_03737,CDS,Histidinol dehydrogenase,,COG0141|E,1.1.1.23,,K00013,,,,WP_238282487.1,0001217,UPI001EE1AF7B,UniRef100_UPI001EE1AF7B|UniRef50_O34651|UniRef90_A0A0M0G1Q9
MPDKNC_03738,MPDKNC_03738,CDS,ATP phosphoribosyltransferase,,COG0040|E,2.4.2.17,0000105|0003879|0005737,K00765,,,,WP_056540419.1,0001217,UPI0006F5ACBE,UniRef100_A0A5D4RTW5|UniRef50_O34520|UniRef90_A0A0J5UUE8
MPDKNC_03739,MPDKNC_03739,CDS,ATP phosphoribosyltransferase regulatory subunit,,COG3705|E,,0000105,,,,,WP_238282507.1,0001217,UPI001EE38EF5,UniRef100_UPI001EE38EF5|UniRef50_Q9K6Z0|UniRef90_A0A0M0G2K0
MPDKNC_03740,MPDKNC_03740,CDS,Acetyltransferase,,COG0110|R,,,,,,,WP_238282509.1,0001217,UPI001EE2708A,UniRef100_UPI001EE2708A|UniRef50_O34993|UniRef90_A0A0M0G1K4
MPDKNC_03741,MPDKNC_03741,CDS,pyrophosphatase PpaX,,C|COG0546,3.6.1.1,,,,,,WP_238282511.1,0001217,UPI001EE205E0,UniRef100_UPI001EE205E0|UniRef50_Q9JMQ2|UniRef90_A0A0M0G1L6
MPDKNC_03742,MPDKNC_03742,CDS,Nucleoside transporter/FeoB GTPase Gate domain-containing protein,,,,,,,,,WP_238282513.1,0001217,UPI001EE26042,UniRef100_UPI001EE26042|UniRef50_O34382|UniRef90_A0A165LQ48
MPDKNC_03743,MPDKNC_03743,CDS,prolipoprotein diacylglyceryl transferase,,COG0682|M,2.5.1.145,0008961|0009249|0016020,,,,,WP_238282523.1,0001217,UPI001EE223F5,UniRef100_UPI001EE223F5|UniRef50_Q5KVC0|UniRef90_A0A0M0G277
MPDKNC_03744,MPDKNC_03744,CDS,HPr(Ser) kinase/phosphatase,,COG1493|T,2.7.11.-|2.7.4.-,0000155|0000160|0005524|0006109,K06023,,,,WP_056540398.1,0001217,UPI0006FCBA5F,UniRef100_A0A5D4RQD2|UniRef50_O34483|UniRef90_A0A0M0G2J5
MPDKNC_03745,MPDKNC_03745,CDS,Membrane protein,,COG1950|S,,,K08972,,,,WP_053429116.1,0001217,UPI0006A9A6FD,UniRef100_A0A0M0G1J9|UniRef50_O34648|UniRef90_A0A0M0G1J9
MPDKNC_03746,MPDKNC_03746,CDS,Membrane protein,,COG1983|KT,,,,,,,WP_053429115.1,0001217,UPI0006A96D19,UniRef100_A0A0M0G1L1|UniRef50_N0B656|UniRef90_A0A0M0G1L1
MPDKNC_03747,MPDKNC_03747,CDS,DUF4097 domain-containing protein,,COG3595|S,,,,,,,WP_056540395.1,0001217,UPI0006FE9990,UniRef100_UPI0006FE9990|UniRef50_A0A0M0G1P9|UniRef90_A0A0M0G1P9
MPDKNC_03748,MPDKNC_03748,CDS,excinuclease ABC subunit UvrA,,,3.1.25.-,0003677|0005524|0006289|0016887,K03701,,,,WP_056540393.1,0001217,UPI0006F6C211,UniRef100_A0A5D4RTX7|UniRef50_Q9K6Y0|UniRef90_A0A0M0G272
MPDKNC_03749,MPDKNC_03749,CDS,excinuclease ABC subunit UvrB,,COG0556|L,3.1.25.-,0003677|0005515|0005524|0006289|0009380|0016787|0016887,K03702,,,,WP_056540389.1,0001217,UPI000701D306,UniRef100_A0A5D4RP15|UniRef50_P37954|UniRef90_A0A0M0G2J0
MPDKNC_03750,MPDKNC_03750,CDS,DUF2198 domain-containing protein,,COG4897|S,,,,,,,WP_053429111.1,0001217,UPI0006A9C5B7,UniRef100_A0A0M0G1J4|UniRef50_A0A0B4RDQ6|UniRef90_A0A163MEY0
MPDKNC_03751,MPDKNC_03751,CDS,HD domain-containing protein,,COG1896|FR,,,,,,,WP_053429110.1,0001217,UPI0006A966CD,UniRef100_A0A0M0G1K6|UniRef50_A0A380P148|UniRef90_A0A0M0G1K6
MPDKNC_03752,MPDKNC_03752,CDS,D-3-phosphoglycerate dehydrogenase,,COG0111|H,,,,,,,WP_056540386.1,0001217,UPI0006F44D0E,UniRef100_A0A5D4RTM3|UniRef50_A0A3D1KWE5|UniRef90_A0A0M0G1P3
MPDKNC_03753,MPDKNC_03753,CDS,3-phosphoserine/phosphohydroxythreonine transaminase,,COG1932|HE,2.6.1.52,0003824|0004648|0006564,K00831,,,,,0001217,,UniRef50_A0A3A0BG25|UniRef90_A0A0M0G3I8
MPDKNC_03754,MPDKNC_03754,CDS,Ktr system potassium transporter B,,COG0168|P,,,,,,,WP_056540379.1,0001217,UPI0006FCA61E,UniRef100_UPI0006FCA61E|UniRef50_O32081|UniRef90_A0A0M0G267
MPDKNC_03755,MPDKNC_03755,CDS,Potassium transporter Trk,,COG0569|PT,,,,,,,WP_053429385.1,0001217,UPI0006A9F953,UniRef100_A0A0M0G2G6|UniRef50_A0A1E5FYG7|UniRef90_A0A0M0G2G6
MPDKNCJOEG_164,,regulatory_region,c-di-AMP riboswitch aptamer (ydaO/yuaA leader),,,,,,,,RF00379,,0000140,,
MPDKNC_03756,MPDKNC_03756,CDS,DUF1206 domain-containing protein,,,,,,,,,WP_056540376.1,0001217,UPI0006F690F5,UniRef100_A0A5D4RUB7|UniRef50_A0A0N8GGU5|UniRef90_A0A165LPZ1
MPDKNC_03757,MPDKNC_03757,CDS,Sodium:dicarboxylate symporter,,C|COG1301,,,,,,,WP_238282527.1,0001217,UPI001EE2266E,UniRef100_UPI001EE2266E|UniRef50_A0A2R8CLH1|UniRef90_A0A0M0G2I5
MPDKNC_03758,MPDKNC_03758,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03759,MPDKNC_03759,CDS,Transporter,,COG2059|P,,,K07240,,,,WP_048006676.1,0001217,UPI00064FDC76,UniRef100_A0A0J5S644|UniRef50_D3FUJ7|UniRef90_A0A0J5S644
MPDKNC_03760,MPDKNC_03760,CDS,Chromate transporter,,COG2059|P,,,K07240,,,,WP_053429105.1,0001217,UPI0006A9DE6B,UniRef100_A0A0M0G1K1|UniRef50_A0A150LBA0|UniRef90_A0A0M0G1K1
MPDKNC_03761,MPDKNC_03761,CDS,Gamma-glutamyltransferase,,COG0405|E,,,,,,,,0001217,,UniRef50_A0A2S5GBC8|UniRef90_A0A0M0G1N8
MPDKNC_03762,MPDKNC_03762,CDS,Peptide ABC transporter substrate-binding protein,,COG0444|EP,,,,,,,WP_238282531.1,0001217,UPI001EE18F56,UniRef100_UPI001EE18F56|UniRef50_V6MCQ0|UniRef90_A0A0M0G263
MPDKNC_03763,MPDKNC_03763,CDS,Peptide ABC transporter ATP-binding protein,,COG0444|EP,,,,,,,WP_148984690.1,0001217,UPI0011E9729E,UniRef100_A0A5D4S0I3|UniRef50_A0A090UYF9|UniRef90_A0A0M0G2H9
MPDKNC_03764,MPDKNC_03764,CDS,ABC transporter substrate-binding protein,,COG0747|E,,,,,,,WP_238282532.1,0001217,UPI001EE16450,UniRef100_UPI001EE16450|UniRef50_S2XBX8|UniRef90_A0A161RZ98
MPDKNC_03765,MPDKNC_03765,CDS,Diguanylate cyclase,,COG1173|EP,,,,,,,WP_238282535.1,0001217,UPI001EE254DC,UniRef100_UPI001EE254DC|UniRef50_A0A8J2ZXG0|UniRef90_A0A0M0G2M3
MPDKNC_03766,MPDKNC_03766,CDS,nickel ABC transporter permease,,COG0601|EP,,0043190|0140359,,,,,WP_056540365.1,0001217,UPI0006FC227A,UniRef100_A0A5D4S2B3|UniRef50_A0A8J2VJ96|UniRef90_A0A0M0G1J5
MPDKNC_03767,MPDKNC_03767,CDS,AsnC family transcriptional regulator,,COG1522|K,,,,,,,WP_048006668.1,0001217,UPI00064E7A2F,UniRef100_A0A0J5SBR3|UniRef50_S2XHY8|UniRef90_A0A0J5SBR3
MPDKNC_03768,MPDKNC_03768,CDS,Carboxylesterase,,,,,,,,,WP_238282537.1,0001217,UPI001EE3765E,UniRef100_UPI001EE3765E|UniRef50_A0A1H9UJ76|UniRef90_A0A0M0G258
MPDKNC_03769,MPDKNC_03769,CDS,LysR family transcriptional regulator,,COG0583|K,,,K09681,,,,WP_238282539.1,0001217,UPI001EE1A1E2,UniRef100_UPI001EE1A1E2|UniRef50_K6D400|UniRef90_A0A0M0G2H4
MPDKNC_03770,MPDKNC_03770,CDS,Major facilitator superfamily (MFS) profile domain-containing protein,,COG2814|G,,,,,,,WP_148984694.1,0001217,UPI0011E95D8B,UniRef100_A0A5D4S0D4|UniRef50_P37498|UniRef90_A0A0M0G1I1
MPDKNC_03771,MPDKNC_03771,CDS,cytochrome aa3 quinol oxidase subunit IV,,C|COG3125,7.1.1.5,0015078|0015990|0016020|0016682,K02829,,,,WP_079515497.1,0001217,UPI0009A70AB2,UniRef100_A0A5D4S4N7|UniRef50_A0A099WD54|UniRef90_A0A5D4S4N7
MPDKNC_03772,MPDKNC_03772,CDS,cytochrome aa3 quinol oxidase subunit III,,C|COG1845,,0009055|0015078|0015990|0016020|0016682|0042773,,,,,WP_048006663.1,0001217,UPI00064EDA4E,UniRef100_A0A0J5UVF1|UniRef50_P34958|UniRef90_A0A0J5UVF1
MPDKNC_03773,MPDKNC_03773,CDS,cytochrome aa3 quinol oxidase subunit I,,C|COG0843,7.1.1.5,0004129|0005507|0015990|0016020|0020037,K02827,,,,WP_142245879.1,0001217,UPI000ABE02DB,UniRef100_A0A5D4S5W5|UniRef50_E0TW66|UniRef90_A0A5D4S5W5
MPDKNC_03774,MPDKNC_03774,CDS,cytochrome aa3 quinol oxidase subunit II,,C|COG1622,7.1.1.5,0009055|0009486|0015078|0015990|0016020|0016682,K02826,,,,WP_238282541.1,0001217,UPI001EE15AF0,UniRef100_UPI001EE15AF0|UniRef50_A0A5D4TPK4|UniRef90_A0A5D4S0J4
MPDKNC_03775,MPDKNC_03775,CDS,Cation transporter,,COG0053|P,,,K13283,,,,WP_056540347.1,0001217,UPI0006FA4D0E,UniRef100_A0A5D4S4K2|UniRef50_G2ZF31|UniRef90_A0A0M0G254
MPDKNC_03776,MPDKNC_03776,CDS,PDZ domain-containing protein,,,,,,,,,,0001217,,UniRef50_A0A0M0G2G8|UniRef90_A0A0M0G2G8
MPDKNC_03777,MPDKNC_03777,CDS,Alpha/beta fold hydrolase,,COG3243|I,2.3.1.304,,K03821,,,,WP_238282545.1,0001217,UPI001EE35EA4,UniRef100_UPI001EE35EA4|UniRef50_A0A5D4S2C1|UniRef90_A0A5D4S2C1
MPDKNC_03778,MPDKNC_03778,CDS,hypothetical protein,,,,,,,,,WP_079515491.1,0001217,UPI0009A837B5,UniRef100_A0A5D4S1K2|UniRef50_A0A0J5TEF4|UniRef90_A0A0J5TEF4
